name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.2275;-9.46785",2021-10-10,30,17.2,21.4,29,17.2,21.3,15.9,74.4,0,0,0,,,,16.6,20.5,232.2,1011.7,51.7,5.8,198.2,17.1,8,,2021-10-10T07:36:09,2021-10-10T19:13:05,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-11,27,17,21,27.5,17,21,17,79.7,0,0,0,,,,18.4,25.9,231.7,1013.1,52.7,4.6,243.9,21.2,8,,2021-10-11T07:36:45,2021-10-11T19:11:58,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-12,27,15,20.2,27.3,15,20.2,16.1,80,0,0,0,,,,18.4,25.9,264.2,1014.7,24.3,6.1,247.8,21.5,9,,2021-10-12T07:37:21,2021-10-12T19:10:51,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-13,24,13,19.1,24,13,19.1,14.6,77,0,0,0,,,,20.5,37.1,256.7,1014.6,33.6,7.1,241.8,21,9,,2021-10-13T07:37:57,2021-10-13T19:09:46,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-14,26,16.8,20.2,26,16.8,20.2,16.6,81.2,0,0,0,,,,22.3,29.5,271.6,1014.8,34.9,6.7,238.4,20.5,8,,2021-10-14T07:38:34,2021-10-14T19:08:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-15,34.1,17,23.7,31.5,17,23.1,10.4,52.5,0,0,0,,,,25.9,25.9,143.9,1016.1,7.9,5.8,230.4,20,8,,2021-10-15T07:39:11,2021-10-15T19:07:37,0.37,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-16,34,18.4,25.3,31.5,18.4,24.6,5.6,33,0.2,100,8.33,rain,,,20.5,27.7,172.4,1015.9,23.1,7.9,232.9,20.1,8,,2021-10-16T07:39:49,2021-10-16T19:06:33,0.42,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-17,34,17,25.1,31.5,17,24.4,2.4,27.5,0,0,0,,,,14.8,20.5,157.4,1015.9,19.3,8.2,235.3,20.4,8,,2021-10-17T07:40:26,2021-10-17T19:05:31,0.45,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-18,34,16,23.7,31.5,16,23.1,1.5,28.9,0.1,100,4.17,rain,,,16.6,29.5,166,1016.5,10.9,9.2,238.6,20.5,8,,2021-10-18T07:41:05,2021-10-18T19:04:29,0.48,Rain,Clear conditions throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-19,36,16.5,24.8,33.1,16.5,24.1,3.2,31.2,0.1,100,4.17,rain,,,14.8,24.1,113.5,1017.1,25.6,9.4,237.8,20.5,8,,2021-10-19T07:41:44,2021-10-19T19:03:28,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-20,32,16.2,25.2,29.8,16.2,24.5,3.1,27.5,0,0,0,,,,48.2,33.5,108.3,1019.4,21.4,7.5,204.7,17.8,8,,2021-10-20T07:42:23,2021-10-20T19:02:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-21,32,18,24,29.8,18,23.4,5.2,34,0,0,0,,,,25.9,25.9,188.4,1018.8,6,9.6,223.9,19.4,8,,2021-10-21T07:43:02,2021-10-21T19:01:28,0.51,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-22,24,14,19.2,24,14,19.2,15.9,82.6,0,0,0,,,,27.7,24.1,244.9,1015.8,24.7,6.7,229.6,19.8,8,,2021-10-22T07:43:42,2021-10-22T19:00:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-23,25,14.7,18.4,25,14.7,18.4,14.4,79.8,0,0,0,,,,20.5,20.5,233.1,1014.7,27.8,8.4,229.7,19.9,8,,2021-10-23T07:44:23,2021-10-23T18:59:33,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-24,27,12,18.9,26.6,12,18.8,13.3,73.1,0,0,0,,,,18.4,24.1,214.6,1017.2,37.2,8.2,137.3,11.9,6,,2021-10-24T07:45:04,2021-10-24T18:58:36,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-25,26,14.9,19.2,26,14.9,19.2,13.6,72.3,0,0,0,,,,18.4,18.4,233,1016.8,43.1,7.7,212.9,18.4,8,,2021-10-25T07:45:45,2021-10-25T18:57:41,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-26,25,15,18.6,25,15,18.6,14.6,80.8,0,0,0,,,,20.5,27.7,272.4,1015.7,30,6.4,221.3,19.3,8,,2021-10-26T07:46:27,2021-10-26T18:56:47,0.65,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-27,26,15.9,19.5,26,15.9,19.5,14,74.1,0,0,0,,,,20.5,25.9,270.4,1014.7,24.5,8.1,223.7,19.2,8,,2021-10-27T07:47:09,2021-10-27T18:55:53,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-28,25,13.4,18.7,25,13.4,18.7,14.4,78.7,0,0,0,,,,18.4,25.9,248.1,1015.2,16.2,7.1,214.2,18.5,8,,2021-10-28T07:47:51,2021-10-28T18:55:01,0.74,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-29,27,14.3,18.9,27,14.3,18.9,14.1,76.5,0,0,0,,,,24.1,20.5,203.5,1017.1,22.6,5.7,218.9,19,8,,2021-10-29T07:48:34,2021-10-29T18:54:10,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-30,31,13,20.8,29,13,20.5,10.3,57.8,0,0,0,,,,24.1,25.9,150.6,1018.4,2.7,8.3,215.2,18.7,8,,2021-10-30T07:49:18,2021-10-30T18:53:20,0.84,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-10-31,32,12,21,29.8,12,20.6,7.4,48.2,0.1,100,4.17,rain,,,18.4,22.3,103.9,1020.6,1.6,7.7,221.5,19.3,8,,2021-10-31T07:50:02,2021-10-31T18:52:32,0.88,Rain,Clear conditions throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-01,27,12,19,26.7,12,18.9,11.3,64.6,0.1,100,4.17,rain,,,22.3,29.5,209.5,1019.4,4,6.9,218.5,18.9,8,,2021-11-01T07:50:46,2021-11-01T18:51:44,0.93,Rain,Clear conditions throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-02,26,15,18.9,26,15,18.9,15.1,80.7,0,0,0,,,,20.5,24.1,221.1,1017.2,30.8,6.3,215.7,18.5,8,,2021-11-02T07:51:31,2021-11-02T18:50:58,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-03,25,16.7,19.6,25,16.7,19.6,16.3,82.7,0,0,0,,,,18.4,37.1,312.3,1014.9,50,8.1,154.8,13.3,5,,2021-11-03T07:52:16,2021-11-03T18:50:13,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-04,22,14.4,18.3,22,14.4,18.3,13.4,75.7,0,0,0,,,,35.3,38.9,294.2,1013.6,56.7,8.2,197.6,17,7,,2021-11-04T07:53:01,2021-11-04T18:49:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-05,23,12.8,17.1,23,12.8,17.1,10.8,69.9,0,0,0,,,,27.7,24.5,264.9,1013.7,16.7,7.9,216.5,18.5,8,,2021-11-05T07:53:47,2021-11-05T18:48:47,0,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-06,25,10,17,25,8,16.9,9.2,63.9,0,0,0,,,,18.4,22.3,175.9,1015,2.6,7.5,198.1,17.3,7,,2021-11-06T07:54:33,2021-11-06T18:48:06,0.02,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-07,24,8,16.6,24,5.3,16.4,4.5,51.9,0,0,0,,,,22.3,37.1,143,1015.6,0,6.7,209.8,18.1,8,,2021-11-07T07:55:20,2021-11-07T18:47:26,0.05,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-08,23,9,16,23,6.7,15.8,0.7,38.4,0,0,0,,,,18.4,24.1,119.6,1017.2,0,8.7,206.1,17.7,8,,2021-11-08T07:56:06,2021-11-08T18:46:48,0.09,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-09,22,8,15.3,22,5.5,15.1,2,44.3,0,0,0,,,,22.3,20.5,189.2,1015.8,0.7,8.2,210.1,18.3,8,,2021-11-09T07:56:54,2021-11-09T18:46:11,0.14,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-10,23,7,15.1,23,4.3,14.8,4.1,53.5,0.1,100,4.17,rain,,,16.6,18.4,186.3,1016.3,29.5,9,198.7,17.1,7,,2021-11-10T07:57:41,2021-11-10T18:45:36,0.19,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-11,22,10,15.5,22,8.5,15.4,5.8,56.6,0.1,100,4.17,rain,,,13,16.2,176,1017.2,30.5,8.1,165.1,14.4,7,,2021-11-11T07:58:29,2021-11-11T18:45:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-12,22,6,14.6,22,3.3,14.3,9.4,73.5,0,0,0,,,,20.5,24.1,230.8,1014.3,19.9,6.5,200.7,17.4,7,,2021-11-12T07:59:17,2021-11-12T18:44:29,0.3,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-13,21,11.4,15.5,21,11.4,15.5,12.6,84.5,0,0,0,,,,20.5,20,228.4,1012.7,45.2,6.3,194.3,16.9,7,,2021-11-13T08:00:05,2021-11-13T18:43:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-14,20,11,15.6,20,11,15.6,12.8,84.6,0,0,0,,,,22.3,24.1,232.1,1015.5,35.4,6.7,190.1,16.6,7,,2021-11-14T08:00:53,2021-11-14T18:43:29,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-15,23,11,15.1,23,11,15.1,11.9,84,0,0,0,,,,18.4,24.1,223.7,1017.8,27.5,6.6,196.3,17,7,,2021-11-15T08:01:42,2021-11-15T18:43:01,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-16,21,10.8,14.9,21,10.8,14.9,12.3,84.9,0,0,0,,,,24.1,25.9,240.2,1014.5,53.4,6,155.9,13.4,6,,2021-11-16T08:02:31,2021-11-16T18:42:34,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-17,21,10.6,15.2,21,10.6,15.2,9.7,74.1,0.2,100,8.33,rain,,,18.4,24.1,261.3,1012.4,26.1,8,188.7,16.3,7,,2021-11-17T08:03:20,2021-11-17T18:42:09,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-18,23,8,16,23,5.8,15.8,6.8,60.9,5.9,100,33.33,rain,,,46.4,38.9,142.3,1012.3,53.1,6.2,129.7,11.3,5,,2021-11-18T08:04:09,2021-11-18T18:41:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-19,18,14,15.9,18,14,15.9,14.5,91.6,21.3,100,54.17,rain,,,31.7,29.5,101,1015,79.9,5.1,126.4,11,5,,2021-11-19T08:04:58,2021-11-19T18:41:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-20,21,12.3,16.3,21,12.3,16.3,12.8,82.2,0.1,100,4.17,rain,,,16.6,18.4,127.6,1018.8,49.2,6.9,183.5,15.7,7,,2021-11-20T08:05:47,2021-11-20T18:41:04,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-21,24,12.6,17.4,24,12.6,17.4,10.9,66.8,0,0,0,,,,16.6,20.5,94.4,1015.3,37.3,7.4,184.4,15.9,7,,2021-11-21T08:06:36,2021-11-21T18:40:46,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-22,23,12,17.4,23,12,17.4,11,69.4,0,0,0,,,,16.6,18.4,243,1014.6,34.6,7.2,148,12.8,6,,2021-11-22T08:07:25,2021-11-22T18:40:29,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-23,22,11,16.3,22,11,16.3,12.6,80.1,0,0,0,,,,16.6,22.3,242.4,1017.2,42.1,6.8,171.5,14.7,7,,2021-11-23T08:08:14,2021-11-23T18:40:14,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-24,21,11.8,16.4,21,11.8,16.4,12.1,78.9,0.3,100,12.5,rain,,,31.7,31.7,287.9,1018.1,50.5,6.2,136.7,11.8,5,,2021-11-24T08:09:03,2021-11-24T18:40:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-25,19,11.1,14.9,19,11.1,14.9,8.7,69.6,0,0,0,,,,29.5,25.9,308.1,1015.8,51.7,7.9,165.5,14.4,6,,2021-11-25T08:09:52,2021-11-25T18:39:49,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-26,18,11.1,14.6,18,11.1,14.6,11.1,80.7,1,100,33.33,rain,,,29.5,22.3,279.2,1012.5,75.3,6.6,96.5,8.3,3,,2021-11-26T08:10:40,2021-11-26T18:39:39,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-27,18,11.4,14.4,18,11.4,14.4,8.3,69.3,0,0,0,,,,57.6,38.9,307.8,1014,43.1,6,175.9,15.1,7,,2021-11-27T08:11:29,2021-11-27T18:39:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-28,18,10.1,14.3,18,10.1,14.3,8.5,70.3,0,0,0,,,,50,37.1,301.1,1018.7,19.3,7.5,182.4,15.9,7,,2021-11-28T08:12:17,2021-11-28T18:39:23,0.81,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-29,22,8,14.5,22,5.5,14,4.1,54.4,0,0,0,,,,18.4,17.3,90.2,1023.4,1.7,8.1,184.1,15.9,7,,2021-11-29T08:13:05,2021-11-29T18:39:18,0.86,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-11-30,22,9,15.1,22,5.9,14.8,2.3,44.4,0,0,0,,,,16.6,22.3,136.4,1023.2,0,9,184,15.9,7,,2021-11-30T08:13:52,2021-11-30T18:39:15,0.91,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-01,22,8,14.2,22,5.3,13.6,1.6,46.2,0,0,0,,,,16.6,25.9,138.7,1023.4,0.2,9.3,184.5,15.9,7,,2021-12-01T08:14:39,2021-12-01T18:39:13,0.95,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-02,18,7,13.1,18,5.6,12.6,8.3,74.5,0,0,0,,,,51.6,38.9,236.7,1020.2,22.2,7.3,180.8,15.7,7,,2021-12-02T08:15:26,2021-12-02T18:39:13,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-03,22,8.2,14.9,22,5.9,14.7,6.3,63.4,0,0,0,,,,44.6,24.5,138.6,1019.3,6.6,7.6,182.8,15.8,7,,2021-12-03T08:16:12,2021-12-03T18:39:14,1,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-04,22,8.3,14.6,22,4.9,13.7,-0.3,39.7,0,0,0,,,,20.5,23,122.5,1024.3,2.9,8,180.3,15.6,7,,2021-12-04T08:16:58,2021-12-04T18:39:17,0,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-05,20,7,13.3,20,4,12.8,5.7,62.1,0.1,100,4.17,rain,,,13,16.6,168,1023,3.3,8.1,179.8,15.6,7,,2021-12-05T08:17:43,2021-12-05T18:39:22,0.01,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-06,23,7,14.9,23,4,14.6,4.4,52.3,0,0,0,,,,14.8,16.6,115.6,1022.2,0.6,8.1,183.2,15.7,7,,2021-12-06T08:18:28,2021-12-06T18:39:29,0.04,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-07,24,9.5,16.2,24,6.9,15.8,-2.2,32.5,0,0,0,,,,24.1,25.9,150,1023.9,9.1,8.4,143.1,12.4,5,,2021-12-07T08:19:12,2021-12-07T18:39:37,0.07,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-08,21,9,13.8,21,7,13.6,4,54.1,0,0,0,,,,24.1,29.5,193.9,1022.7,8.4,9.2,133,11.3,5,,2021-12-08T08:19:55,2021-12-08T18:39:47,0.12,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-09,24,9.3,15,24,7.4,14.9,7.8,68.8,0,0,0,,,,20.5,17.3,164.8,1019.9,18.2,7.2,176.2,15.2,7,,2021-12-09T08:20:38,2021-12-09T18:39:58,0.17,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-10,24,10.7,16.5,24,10.7,16.5,-1.4,33.1,0,0,0,,,,20.5,27.7,110,1022,0.1,8.5,174.2,14.9,7,,2021-12-10T08:21:20,2021-12-10T18:40:11,0.22,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-11,23,7,14.5,23,3.4,14.1,1.3,43.6,0.2,100,4.17,rain,,,14.8,22.3,156.6,1018.9,2.9,9.3,176.1,15.2,7,,2021-12-11T08:22:01,2021-12-11T18:40:26,0.27,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-12,23,10,16.1,23,7.2,15.9,0.9,38.1,0,0,0,,,,18.4,22.3,117.9,1019.5,32.2,6.6,119.2,10.2,4,,2021-12-12T08:22:41,2021-12-12T18:40:42,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-13,22,12,17.9,22,12,17.9,3.8,40.8,0,0,0,,,,35.3,27.4,110.7,1020.6,16.6,7,154.1,13.3,6,,2021-12-13T08:23:20,2021-12-13T18:41:00,0.37,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-14,21,11,16.8,21,11,16.8,1.7,37.9,0,0,0,,,,44.6,28.8,114.4,1018.3,20,7.8,139.7,12.1,5,,2021-12-14T08:23:59,2021-12-14T18:41:19,0.41,Clear,Partly cloudy throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-15,19,11.5,16.1,19,11.5,16.1,-2.4,28.9,0,0,0,,,,50,34.9,87.2,1016.1,35.9,7.5,103.3,8.9,5,,2021-12-15T08:24:36,2021-12-15T18:41:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-16,21,9.7,15.1,21,6.1,14.6,-3.4,29.4,0,0,0,,,,24.1,32.4,96.5,1016.6,2.9,9.2,154,13.4,6,,2021-12-16T08:25:13,2021-12-16T18:42:02,0.47,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-17,22,9.9,16.1,22,6.1,15.8,-2.4,29.3,0,0,0,,,,40.7,34.2,91.6,1018.5,0,8.5,160.4,13.9,6,,2021-12-17T08:25:48,2021-12-17T18:42:25,0.49,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-18,25,11.3,18.9,25,11.3,18.9,0.4,30.8,0,0,0,,,,44.6,37.4,101.1,1016.5,11.8,6.5,147.8,12.8,6,,2021-12-18T08:26:22,2021-12-18T18:42:50,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-19,23.4,15.1,19.7,23.4,15.1,19.7,8.6,51.5,0,0,0,,,,51.8,35.3,124.1,1018,21.6,7.3,147.4,12.6,6,,2021-12-19T08:26:55,2021-12-19T18:43:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-20,24.6,13.5,19.2,24.6,13.5,19.2,7.4,49,0,0,0,,,,46.4,33.5,123.4,1019.7,26.9,7.2,145.8,12.6,6,,2021-12-20T08:27:27,2021-12-20T18:43:45,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-21,23.2,13.7,18.6,23.2,13.7,18.6,7.2,48,2,100,4.17,rain,,,50,29.5,125.4,1019.8,58.3,7.1,60.5,5.2,2,,2021-12-21T08:27:58,2021-12-21T18:44:14,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-22,27,13.5,19.4,26,13.5,19.4,6.7,48.1,0.1,100,4.17,rain,,,31.7,24.1,160.1,1020.4,28.4,7.6,158.7,13.6,6,,2021-12-22T08:28:28,2021-12-22T18:44:45,0.55,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-23,26,12,18.3,26,12,18.3,5.5,46.1,0,0,0,,,,16.6,20.5,132.2,1019.7,15.4,8.3,151.2,13.1,6,,2021-12-23T08:28:56,2021-12-23T18:45:16,0.59,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-24,26,13,18.4,26,13,18.4,3.8,40.1,0,0,0,,,,13,23.2,166.9,1017.8,36.9,7.4,135.3,11.7,6,,2021-12-24T08:29:23,2021-12-24T18:45:49,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-25,21,12,16.3,21,12,16.3,9.3,65.2,0.1,100,4.17,rain,,,20.5,24.1,226.3,1018.3,46.9,7.7,154.9,13.4,6,,2021-12-25T08:29:49,2021-12-25T18:46:24,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-26,21,13.5,16.7,21,13.5,16.7,14.9,90,1.7,100,58.33,rain,,,18.4,22.3,297.2,1019,74.4,5.3,157.6,13.5,6,,2021-12-26T08:30:13,2021-12-26T18:46:59,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-12-27,23,12,16.6,23,12,16.6,13.9,85.3,0.9,100,8.33,rain,,,22.3,18.4,122.4,1020.4,51.4,8,165.1,14,6,,2021-12-27T08:30:36,2021-12-27T18:47:35,0.78,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
