name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.2275;-9.46785",2020-12-17,18,10.2,14.7,18,10.2,14.7,10.4,76.7,5.4,100,12.5,rain,,,53.6,46.4,278.9,1019.9,31.9,8.2,174.4,15.1,7,,2020-12-17T08:25:56,2020-12-17T18:42:31,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-18,19,8,13.2,19,5.3,12.5,8.6,75.2,0,0,0,,,,33.5,16.9,144.1,1020.9,4.1,8.4,171.5,14.8,7,,2020-12-18T08:26:30,2020-12-18T18:42:56,0.09,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-19,20,8.2,13,20,6.6,12.5,10,83.8,0.2,100,8.33,rain,,,16.6,22.3,154.8,1022.5,23.2,7.4,160.4,13.7,6,,2020-12-19T08:27:03,2020-12-19T18:43:23,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-20,21,7.8,13.4,21,5.7,12.8,9.6,79.3,0,0,0,,,,22.3,13,124.4,1024.1,16.7,8,158.7,13.8,7,,2020-12-20T08:27:34,2020-12-20T18:43:51,0.18,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-21,24,10,15.9,24,7.3,15.7,6.5,59,0,0,0,,,,16.6,20.5,104.8,1025,0.1,8.9,171.7,14.7,7,,2020-12-21T08:28:05,2020-12-21T18:44:21,0.23,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-22,23,10.7,16.3,23,10.7,16.3,3.7,45.3,0,0,0,,,,18.4,27.7,105.1,1024.6,0,9.8,168.5,14.5,7,,2020-12-22T08:28:34,2020-12-22T18:44:52,0.28,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-23,22,9.9,16.2,22,7.1,16,2.6,41.9,0,0,0,,,,35.3,37.1,97,1023.8,1,9.2,168.6,14.6,7,,2020-12-23T08:29:02,2020-12-23T18:45:24,0.32,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-24,22,10,16.4,22,6.5,16.2,3,42.6,0,0,0,,,,37.1,35.3,96,1020.5,15.4,8.5,154.8,13.5,6,,2020-12-24T08:29:29,2020-12-24T18:45:57,0.37,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-25,23.2,11.1,17.6,23.2,11.1,17.6,2.3,37.3,0,0,0,,,,55.4,38.9,100.7,1015.6,25.7,7.3,131.4,11.3,6,,2020-12-25T08:29:54,2020-12-25T18:46:32,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-26,24,10.7,17.9,24,10.7,17.9,1,34.5,0,0,0,,,,44.6,31.7,112.1,1016.2,0.2,6.2,151.5,13,6,,2020-12-26T08:30:18,2020-12-26T18:47:07,0.44,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-27,24,10.8,17.3,24,10.8,17.3,-0.3,32.2,0,0,0,,,,24.1,21.6,103.9,1016.9,11.5,7.4,155.7,13.4,6,,2020-12-27T08:30:41,2020-12-27T18:47:44,0.47,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-28,23,10.5,15.9,23,10.5,15.9,1,40.3,0,0,0,,,,30.2,22.3,131,1015.5,18.4,5.5,145.1,12.6,6,,2020-12-28T08:31:02,2020-12-28T18:48:22,0.49,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-29,18,8.7,13.2,18,6.5,12.8,8.6,75.9,0,0,0,,,,31.7,29.5,223.1,1015,33.9,6.4,170.2,14.8,7,,2020-12-29T08:31:22,2020-12-29T18:49:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-30,18,9.7,13.6,18,8.2,13.5,10.3,81.8,0,0,0,,,,25.9,22.3,251.7,1014.5,29.8,7.7,164.2,14,6,,2020-12-30T08:31:40,2020-12-30T18:49:41,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2020-12-31,18,8.5,13.1,18,6.6,12.7,9.9,82.1,0,0,0,,,,25.9,18.4,238.7,1017.3,24.8,6.6,168.8,14.6,7,,2020-12-31T08:31:57,2020-12-31T18:50:22,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-01,18,7,12.2,18,5.2,11.6,7.7,77.1,0,0,0,,,,35.3,27.7,253.7,1018.3,27.8,7.1,178.6,15.5,7,,2021-01-01T08:32:12,2021-01-01T18:51:03,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-02,17,8.1,12.8,17,4.9,12.1,7.7,72.8,0,0,0,,,,38.9,37.1,298.7,1016.9,24.2,7.9,173.4,15,7,,2021-01-02T08:32:26,2021-01-02T18:51:46,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-03,16,8,12.3,16,5.7,11.7,7,71.3,0,0,0,,,,37.1,22.7,237.8,1015.2,33.6,8.9,101.1,8.6,5,,2021-01-03T08:32:38,2021-01-03T18:52:30,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-04,20,8,13.2,20,5.8,12.7,5,60.2,0,0,0,,,,18.4,13,142.4,1014.7,42.1,6.6,116.5,10.1,5,,2021-01-04T08:32:49,2021-01-04T18:53:14,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-05,19,10.8,15.6,19,10.8,15.6,8.5,64.9,0.1,100,4.17,rain,,,33.5,21.2,207.3,1011.6,66.1,8.3,123.8,10.8,5,,2021-01-05T08:32:58,2021-01-05T18:53:59,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-06,23,11.8,17.3,23,11.8,17.3,13.5,79.5,1.6,100,45.83,rain,,,40.7,29.5,190.3,1010,78.1,7.6,132.3,11.4,6,,2021-01-06T08:33:05,2021-01-06T18:54:45,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-07,23,15.3,18.9,23,15.3,18.9,15.8,82.9,24.4,100,87.5,rain,,,57.6,33,211.5,1009,68,6.9,89.4,7.8,4,,2021-01-07T08:33:11,2021-01-07T18:55:31,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-08,20.9,12.4,16.7,20.9,12.4,16.7,13.9,84.4,11.3,100,62.5,rain,,,64.8,44.6,220.3,1008.5,53.4,6.2,132.9,11.4,5,,2021-01-08T08:33:15,2021-01-08T18:56:18,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-09,15.2,10,12.3,15.2,7.7,12.2,8.9,80.2,9.3,100,87.5,rain,,,40.7,27.7,280.2,1015.5,47.4,8,87.5,7.5,3,,2021-01-09T08:33:18,2021-01-09T18:57:06,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-10,15,10,11.6,15,7.7,11,9.2,85.4,6.7,100,91.67,rain,,,46.4,37.1,305.8,1018.4,49.4,6.7,111,9.7,4,,2021-01-10T08:33:19,2021-01-10T18:57:54,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,60280099999,GMAG"
"29.2275;-9.46785",2021-01-11,15.2,9,11.6,15.2,7.6,11.4,7.9,79.5,2,100,33.33,rain,,,31.7,25.9,249.6,1020.8,34.2,9.3,162.4,14.1,6,,2021-01-11T08:33:18,2021-01-11T18:58:42,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,60280099999,GMAG"
"29.2275;-9.46785",2021-01-12,19,5,11.5,19,1.5,10.7,3.6,66.2,0,0,0,,,,22.3,20.5,71.4,1024,5.8,10,185.3,16.2,7,,2021-01-12T08:33:16,2021-01-12T18:59:31,1,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,60280099999,GMAG"
"29.2275;-9.46785",2021-01-13,19,6,12.6,19,2.1,11.3,-1.5,41.5,0,0,0,,,,29.5,27.7,118.2,1027.2,3,9.8,187.4,16.4,7,,2021-01-13T08:33:12,2021-01-13T19:00:21,0,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,GMAG,60280099999"
"29.2275;-9.46785",2021-01-14,18,4,11,18,0.6,9.9,3.8,64.5,0,0,0,,,,22.3,24.1,188.7,1027.4,7,9.9,187.7,16.3,7,,2021-01-14T08:33:06,2021-01-14T19:01:11,0.01,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-15,18,5,11.1,18,1,10.1,5.8,72.9,0,0,0,,,,18.4,20.5,152.4,1025.1,2.3,10.1,190.1,16.6,7,,2021-01-15T08:32:59,2021-01-15T19:02:01,0.03,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-16,19,4,11.7,19,0.3,10.9,5.6,69.3,0,0,0,,,,16.6,18.4,166.8,1024.3,3.8,9.8,192,16.6,7,,2021-01-16T08:32:50,2021-01-16T19:02:51,0.06,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-17,23,6.8,14,23,4,13.1,-1.6,41.7,0,0,0,,,,16.6,29.5,118.3,1025.7,2,9.8,191.8,16.6,7,,2021-01-17T08:32:40,2021-01-17T19:03:42,0.1,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-18,21,6,13.3,21,2.8,12.4,-0.1,45,0,0,0,,,,18.4,22.3,154.9,1025.7,1.3,10.2,192.7,16.6,7,,2021-01-18T08:32:27,2021-01-18T19:04:33,0.14,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-19,22,5,13.1,22,1.5,12.4,1.8,53.4,0,0,0,,,,22.3,20.5,117,1025.5,1.7,9.6,194.4,16.7,7,,2021-01-19T08:32:14,2021-01-19T19:05:24,0.19,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-20,22,6,13.6,22,3.2,12.8,0.6,47.2,0,0,0,,,,16.6,24.1,148.1,1023.8,3.1,9.5,194.8,16.6,7,,2021-01-20T08:31:58,2021-01-20T19:06:15,0.23,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-21,22,7,13.7,22,4.8,13.1,5.7,62,0,0,0,,,,20.5,24.1,167,1024.8,3.6,9.1,190.6,16.5,7,,2021-01-21T08:31:41,2021-01-21T19:07:06,0.28,Clear,Clear conditions throughout the day.,clear-day,"60060099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-22,22,9.8,14.8,22,8,14.7,12.1,84.4,0,0,0,,,,25.9,22.3,201.4,1025.3,22.8,7.9,190,16.5,7,,2021-01-22T08:31:23,2021-01-22T19:07:58,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-23,23,9,15.4,23,8.2,15.4,11.7,81.6,0.5,100,8.33,rain,,,25.9,24.1,254.9,1023.1,22.9,8.1,193.5,16.7,7,,2021-01-23T08:31:03,2021-01-23T19:08:49,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-24,22,9.9,14.5,22,7.9,14.3,11,82.4,0,0,0,,,,24.1,25.9,213.9,1020.7,50.7,6.1,169.1,14.7,6,,2021-01-24T08:30:41,2021-01-24T19:09:40,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-25,22,10.2,14.6,22,10.2,14.6,10.9,81.2,0,0,0,,,,29.5,27.7,264.4,1021.1,15.5,8.1,198.7,17.3,7,,2021-01-25T08:30:18,2021-01-25T19:10:32,0.44,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-26,28,9,16.3,26.8,6.7,16.1,9.3,69.2,0,0,0,,,,22.3,14.8,108.6,1021.9,12.3,7.4,197.8,17.2,7,,2021-01-26T08:29:53,2021-01-26T19:11:23,0.47,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-27,29.1,13.9,20.6,27.4,13.9,20.2,2.4,35.5,0.1,100,4.17,rain,,,20.5,27.7,123.7,1021.9,0,9.4,196.2,16.9,7,,2021-01-27T08:29:27,2021-01-27T19:12:14,0.49,Rain,Clear conditions throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-28,28,13,20.5,26.7,13,20.2,3.3,35.2,0,0,0,,,,24.1,22.3,100.7,1022.1,0,10.2,198.8,17.2,7,,2021-01-28T08:28:59,2021-01-28T19:13:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-29,28,13.2,19.6,26.8,13.2,19.5,5.3,42.1,0,0,0,,,,22.3,24.1,124.5,1023.4,0,9.8,199.6,17.4,7,,2021-01-29T08:28:30,2021-01-29T19:13:56,0.51,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-30,23,11,16.4,23,11,16.4,8.6,61.4,0,0,0,,,,26.9,31.7,206.1,1024,4.8,8.8,205.1,17.6,8,,2021-01-30T08:27:59,2021-01-30T19:14:47,0.52,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-01-31,22,12,16,22,12,16,12,79.5,0.5,100,20.83,rain,,,27.7,27.7,201.9,1020.5,9.9,7.2,205.3,17.7,8,,2021-01-31T08:27:27,2021-01-31T19:15:37,0.54,Rain,Clear conditions throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-01,25,9,16.5,25,7.6,16.4,10.5,71.7,0.1,100,4.17,rain,,,20.5,14.8,116.5,1019.3,24.4,5.3,206.9,17.9,8,,2021-02-01T08:26:53,2021-02-01T19:16:27,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-02,24,9,17.1,24,7.2,16.9,9.3,62.9,0,0,0,,,,20.5,13,181.3,1019.4,44.6,7,147.2,12.9,6,,2021-02-02T08:26:18,2021-02-02T19:17:17,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-03,29,12.7,19.4,27.4,12.7,19.2,5.3,44.8,0,0,0,,,,16.6,24.1,161.3,1017.9,28.9,8.6,156.9,13.5,6,,2021-02-03T08:25:41,2021-02-03T19:18:07,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-04,20,11,14.6,20,11,14.6,10,76.1,1,100,25,rain,,,35.3,29.5,205.9,1011.4,23.6,6.4,189.2,16.4,7,,2021-02-04T08:25:04,2021-02-04T19:18:57,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-05,16,9,12.4,16,8.5,12.4,9.9,85.4,14,100,87.5,rain,,,40.7,33.5,241.6,1009.4,58.3,7.5,145.5,12.6,5,,2021-02-05T08:24:24,2021-02-05T19:19:46,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-06,14,9,11.1,14,7.7,10.9,9.4,89.4,33,100,95.83,rain,,,33.5,28.3,267.6,1014.3,67.9,5.5,116.2,9.9,4,,2021-02-06T08:23:44,2021-02-06T19:20:35,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-07,15.3,8.8,12.3,15.3,6.6,12.1,8.8,79.7,1,100,29.17,rain,,,38.9,26.6,311.5,1019.8,54,7.7,203,17.6,8,,2021-02-07T08:23:02,2021-02-07T19:21:23,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-08,18.3,8,13,18.3,5.8,12.4,9.9,82.8,0,0,0,,,,22.3,25.9,264.5,1020.8,29.2,8.4,216.5,18.7,8,,2021-02-08T08:22:19,2021-02-08T19:22:12,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-09,20,10.4,14.5,20,10.4,14.5,11.8,85.2,1.3,100,45.83,rain,,,20.5,25.9,266.7,1020.3,43,8.9,216.3,18.6,8,,2021-02-09T08:21:35,2021-02-09T19:22:59,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-10,20,12.3,15.2,20,12.3,15.2,12.6,85.7,0.4,100,12.5,rain,,,14.8,27.7,303.9,1020.5,49.5,8.1,218.6,19,8,,2021-02-10T08:20:49,2021-02-10T19:23:47,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-11,21,10.8,14.6,21,10.8,14.6,12.3,87.6,0,0,0,,,,25.9,20.5,251.5,1021.1,40.5,7.8,219,19.1,8,,2021-02-11T08:20:02,2021-02-11T19:24:34,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-12,23,10.7,15.3,23,10.7,15.3,11.1,78.2,0,0,0,,,,,20.5,107.9,,13.9,7.9,226.3,19.5,8,,2021-02-12T08:19:14,2021-02-12T19:25:21,0,Clear,Clear conditions throughout the day.,clear-day,"remote,GMAG"
"29.2275;-9.46785",2021-02-13,24,11,15.3,24,11,15.3,11.1,78.1,0,0,0,,,,16.6,12,229.9,1020.5,21.2,7.5,228.7,19.5,8,,2021-02-13T08:18:25,2021-02-13T19:26:07,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,GMAG,60280099999"
"29.2275;-9.46785",2021-02-14,28,11.7,18.5,26.6,11.7,18.3,3.9,47.3,0.1,100,4.17,rain,,,18.4,33.5,107.5,1021,3.9,8.6,226.9,19.5,8,,2021-02-14T08:17:35,2021-02-14T19:26:53,0.04,Rain,Clear conditions throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-15,25,12.5,18.6,25,12.5,18.6,-0.5,31.4,0,0,0,,,,55.4,44.6,92.9,1023.3,0,5.6,233.7,20.2,8,,2021-02-15T08:16:44,2021-02-15T19:27:39,0.07,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-16,24,9.7,17.2,24,6.2,16.9,-2.2,30.6,0,0,0,,,,59.4,38.9,84.7,1024.3,0,6.5,233.6,20.1,8,,2021-02-16T08:15:51,2021-02-16T19:28:24,0.1,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-17,24,8.4,17,24,4.2,16.4,-4.8,26.3,0,0,0,,,,31.7,40.7,91.1,1021,0.3,8.1,235.4,20.2,8,,2021-02-17T08:14:58,2021-02-17T19:29:09,0.14,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-18,24,11,16.4,24,11,16.4,-4.7,28.4,0,0,0,,,,31.7,27.7,106.4,1019.2,10.7,7.9,157.4,13.6,7,,2021-02-18T08:14:04,2021-02-18T19:29:53,0.19,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-19,26,9,16,26,6.7,15.6,-1.2,36.5,0,0,0,,,,20.5,24.1,144,1019.3,0.1,5.4,217.3,18.8,8,,2021-02-19T08:13:08,2021-02-19T19:30:37,0.24,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-20,27,10,17.6,26,7.3,17.3,-2.3,30.7,0,0,0,,,,,25.9,131.1,1011.5,38.8,5.4,207.7,18.1,8,,2021-02-20T08:12:12,2021-02-20T19:31:21,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60270099999,remote,GMAG,60280099999"
"29.2275;-9.46785",2021-02-21,19.1,9.3,14.4,19.1,7.4,14.3,10.1,78.1,18.9,100,41.67,rain,,,25.9,31.7,280.7,1016.7,70.8,6.6,184.3,15.8,8,,2021-02-21T08:11:15,2021-02-21T19:32:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-22,20,8,13.2,20,6.2,12.8,7.4,71.4,0,0,0,,,,25.9,27.7,227.2,1021.9,23.4,9.7,244.5,21.1,9,,2021-02-22T08:10:17,2021-02-22T19:32:47,0.38,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-23,25,8,15.2,25,7,14.8,7.3,65.8,0,0,0,,,,20.5,16.6,116.1,1023.4,0.1,9.8,247.9,21.5,9,,2021-02-23T08:09:18,2021-02-23T19:33:29,0.42,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-24,24,10.3,17.3,24,10.3,17.3,1.7,40.8,0,0,0,,,,25.9,27.7,104.6,1023.7,0.1,9.6,249.2,21.5,9,,2021-02-24T08:08:18,2021-02-24T19:34:11,0.45,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-25,24,10.1,16.5,24,10.1,16.5,5.1,51.1,0,0,0,,,,35,33.5,147.9,1025,8.6,4.5,229.5,19.9,8,,2021-02-25T08:07:18,2021-02-25T19:34:53,0.48,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-26,18,10.6,14,18,10.6,14,8,69.8,0,0,0,,,,35.3,38.9,303.7,1022.8,38.9,9.1,239.5,20.8,8,,2021-02-26T08:06:16,2021-02-26T19:35:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-27,19,8.8,13.1,19,6.1,12.5,8.2,74.8,0,0,0,,,,31.7,24.1,263.4,1018.7,34.7,9.2,234.5,20.2,8,,2021-02-27T08:05:14,2021-02-27T19:36:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-02-28,19,7,12.7,19,4.8,12.3,8.5,77.8,0,0,0,,,,18.4,24.1,241.5,1014,15.8,9.6,225.6,19.3,8,,2021-02-28T08:04:11,2021-02-28T19:36:56,0.51,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-03-01,18,10,13.8,18,9.6,13.7,10,80.3,1.2,100,12.5,rain,,,24.1,27.7,261.8,1014.9,45.4,8.4,224,19.3,8,,2021-03-01T08:03:08,2021-03-01T19:37:36,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-03-02,21,10.3,14.9,21,10.3,14.9,9.8,75.8,0.1,100,4.17,rain,,,20.5,29.5,275.3,1018.5,23.6,8,256.1,22.1,9,,2021-03-02T08:02:04,2021-03-02T19:38:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-03-03,25,10.2,15.7,25,10.2,15.7,9.5,73.1,0,0,0,,,,18.4,22.3,185.7,1019.2,19.5,7.5,245.5,21.2,8,,2021-03-03T08:00:59,2021-03-03T19:38:55,0.61,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-03-04,22,10.9,15.1,22,10.9,15.1,10.9,78.8,0.5,100,20.83,rain,,,22.3,33.5,225.8,1019,29.7,7.5,257.2,22,9,,2021-03-04T07:59:54,2021-03-04T19:39:34,0.67,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-03-05,21,11.9,15.2,21,11.9,15.2,11.5,80.8,9.4,100,50,rain,,,20.5,26.3,269.4,1016.2,44.3,6.1,250.4,21.8,9,,2021-03-05T07:58:48,2021-03-05T19:40:13,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
